prey,predator,iteration,,prey,predator,,,prey,predator,iteration,,prey,predator,iteration,,prey,predator,,,prey,predator,,,prey,predator,,,prey,predator,,,prey,predator,iteration,,prey,predator,iteration
84,185,196,,1269,261,,,72,0,196,,303,123,196,,977,102,,,438,49,,,72,107,,,72,107,,,689,171,196,,76,94,196
77,194,197,,1293,272,,,67,0,197,,306,133,197,,983,102,,,467,50,,,75,104,,,75,104,,,694,174,197,,85,107,197
76,188,198,,1319,274,,,72,0,198,,329,143,198,,1037,101,,,494,52,,,82,100,,,82,100,,,686,165,198,,81,106,198
73,179,199,,1304,272,,,80,0,199,,322,135,199,,1062,95,,,513,47,,,69,98,,,69,98,,,697,160,199,,90,105,199
64,167,200,,1319,292,,,85,0,200,,324,134,200,,1107,95,,,522,50,,,60,85,,,60,85,,,724,162,200,,93,104,200
72,163,201,,1355,320,,,87,0,201,,321,131,201,,1128,104,,,528,54,,,61,74,,,61,74,,,709,170,201,,98,108,201
68,153,202,,1356,335,,,89,0,202,,321,128,202,,1170,103,,,566,49,,,64,71,,,64,71,,,735,168,202,,94,105,202
71,144,203,,1411,335,,,92,0,203,,333,121,203,,1233,107,,,606,49,,,65,67,,,65,67,,,758,165,203,,92,108,203
68,128,204,,1476,350,,,85,0,204,,360,111,204,,1245,113,,,625,53,,,68,63,,,68,63,,,764,165,204,,91,95,204
63,123,205,,1499,360,,,82,0,205,,351,106,205,,1255,117,,,641,52,,,75,56,,,75,56,,,757,167,205,,97,95,205
70,118,206,,1489,385,,,86,0,206,,380,102,206,,1290,117,,,718,48,,,79,50,,,79,50,,,796,166,206,,105,95,206
79,104,207,,1474,397,,,97,0,207,,413,96,207,,1298,131,,,746,46,,,78,41,,,78,41,,,801,168,207,,106,95,207
70,94,208,,1453,411,,,96,0,208,,418,95,208,,1338,136,,,788,43,,,78,38,,,78,38,,,808,169,208,,109,95,208
75,75,209,,1426,415,,,100,0,209,,431,91,209,,1342,140,,,810,45,,,79,30,,,79,30,,,831,181,209,,100,95,209
73,68,210,,1434,412,,,98,0,210,,443,89,210,,1381,135,,,815,44,,,89,27,,,89,27,,,865,174,210,,95,95,210
72,56,211,,1471,438,,,91,0,211,,450,95,211,,1429,140,,,852,48,,,91,20,,,91,20,,,899,169,211,,109,95,211
84,47,212,,1469,451,,,100,0,212,,475,98,212,,1462,133,,,905,46,,,92,20,,,92,20,,,945,176,212,,102,95,212
91,45,213,,1518,442,,,97,0,213,,491,98,213,,1487,132,,,946,50,,,95,16,,,95,16,,,998,178,213,,103,95,213
86,42,214,,1554,449,,,99,0,214,,507,95,214,,1521,134,,,964,51,,,95,14,,,95,14,,,1039,179,214,,113,108,214
95,25,215,,1572,452,,,103,0,215,,548,85,215,,1537,143,,,997,50,,,96,9,,,96,9,,,1062,186,215,,123,107,215
98,21,216,,1591,467,,,104,0,216,,548,77,216,,1544,154,,,1021,48,,,99,8,,,99,8,,,1084,186,216,,135,106,216
101,19,217,,1602,482,,,117,0,217,,554,80,217,,1570,144,,,1059,49,,,102,8,,,102,8,,,1118,190,217,,148,105,217
111,17,218,,1619,484,,,119,0,218,,576,74,218,,1632,147,,,1138,49,,,102,7,,,102,7,,,1141,199,218,,144,109,218
109,16,219,,1639,453,,,120,0,219,,574,77,219,,1638,147,,,1162,54,,,120,7,,,120,7,,,1163,195,219,,145,106,219
113,15,220,,1619,451,,,123,0,220,,592,76,220,,1657,155,,,1165,52,,,134,6,,,134,6,,,1197,189,220,,144,109,220
129,15,221,,1631,445,,,133,0,221,,621,75,221,,1659,154,,,1198,62,,,139,5,,,139,5,,,1251,199,221,,142,96,221
135,14,222,,1669,445,,,128,0,222,,625,75,222,,1683,153,,,1225,67,,,139,2,,,139,2,,,1291,193,222,,147,96,222
141,14,223,,1656,443,,,132,0,223,,643,76,223,,1726,163,,,1275,72,,,138,1,,,138,1,,,1330,216,223,,146,96,223
140,14,224,,1698,447,,,136,0,224,,654,80,224,,1775,168,,,1330,70,,,138,1,,,138,1,,,1388,218,224,,152,96,224
140,10,225,,1705,447,,,137,0,225,,688,83,225,,1834,162,,,1381,79,,,155,1,,,155,1,,,1399,222,225,,156,96,225
150,9,226,,1732,452,,,148,0,226,,703,89,226,,1890,170,,,1446,84,,,175,0,,,175,0,,,1458,224,226,,177,96,226
186,9,227,,1738,455,,,153,0,227,,703,87,227,,1926,184,,,1473,82,,,171,0,,,171,0,,,1493,223,227,,179,96,227
195,9,228,,1769,465,,,156,0,228,,707,88,228,,1988,184,,,1550,84,,,184,0,,,184,0,,,1536,229,228,,173,96,228
200,8,229,,1742,463,,,158,0,229,,757,83,229,,1995,176,,,1550,83,,,198,0,,,198,0,,,1552,221,229,,187,96,229
217,9,230,,1745,457,,,170,0,230,,785,87,230,,2066,188,,,1598,84,,,207,0,,,207,0,,,1579,229,230,,197,96,230
227,9,231,,1786,455,,,167,0,231,,811,89,231,,2131,197,,,1640,82,,,232,0,,,232,0,,,1624,223,231,,221,109,231
241,12,232,,1797,460,,,178,0,232,,839,98,232,,2179,201,,,1708,80,,,231,0,,,231,0,,,1655,229,232,,239,108,232
251,12,233,,1795,476,,,192,0,233,,889,100,233,,2237,213,,,1747,81,,,226,0,,,226,0,,,1696,234,233,,241,107,233
267,11,234,,1817,470,,,211,0,234,,918,99,234,,2312,217,,,1794,91,,,240,0,,,240,0,,,1735,237,234,,248,106,234
273,8,235,,1803,474,,,228,0,235,,946,106,235,,2363,227,,,1842,89,,,254,0,,,254,0,,,1753,227,235,,259,110,235
281,8,236,,1834,493,,,238,0,236,,985,110,236,,2433,233,,,1934,90,,,260,0,,,260,0,,,1805,219,236,,256,107,236
307,9,237,,1836,509,,,245,0,237,,1005,118,237,,2506,253,,,2009,94,,,266,0,,,266,0,,,1864,228,237,,273,110,237
318,8,238,,1863,503,,,265,0,238,,1025,131,238,,2514,262,,,2100,97,,,279,0,,,279,0,,,1904,229,238,,288,97,238
337,6,239,,1868,512,,,284,0,239,,1078,130,239,,2566,271,,,2122,94,,,309,0,,,309,0,,,1929,243,239,,302,97,239
362,6,240,,1844,516,,,280,0,240,,1118,128,240,,2584,301,,,2159,94,,,319,0,,,319,0,,,1947,252,240,,318,97,240
377,6,241,,1875,522,,,282,0,241,,1118,127,241,,2592,301,,,2195,100,,,346,0,,,346,0,,,2038,264,241,,337,97,241
406,6,242,,1891,515,,,324,0,242,,1149,128,242,,2664,303,,,2219,103,,,351,0,,,351,0,,,2056,257,242,,343,97,242
444,6,243,,1877,505,,,327,0,243,,1169,131,243,,2677,310,,,2295,101,,,356,0,,,356,0,,,2087,261,243,,374,97,243
444,5,244,,1913,486,,,340,0,244,,1174,129,244,,2721,307,,,2346,105,,,372,0,,,372,0,,,2085,258,244,,391,97,244
463,5,245,,1891,481,,,351,0,245,,1197,138,245,,2802,306,,,2380,104,,,395,0,,,395,0,,,2088,271,245,,398,97,245
474,5,246,,1882,505,,,368,0,246,,1215,132,246,,2807,328,,,2455,106,,,426,0,,,426,0,,,2136,264,246,,410,97,246
504,5,247,,1863,505,,,394,0,247,,1254,128,247,,2810,336,,,2514,100,,,437,0,,,437,0,,,2182,269,247,,456,97,247
515,4,248,,1847,514,,,426,0,248,,1282,123,248,,2821,350,,,2537,97,,,442,0,,,442,0,,,2215,272,248,,487,110,248
538,4,249,,1838,532,,,440,0,249,,1286,122,249,,2832,358,,,2585,112,,,452,0,,,452,0,,,2235,276,249,,496,109,249
574,2,250,,1819,533,,,464,0,250,,1307,137,250,,2767,363,,,2605,115,,,481,0,,,481,0,,,2299,282,250,,528,108,250
595,2,251,,1822,537,,,488,0,251,,1349,144,251,,2749,376,,,2634,123,,,498,0,,,498,0,,,2340,285,251,,564,107,251
611,2,252,,1820,553,,,513,0,252,,1357,152,252,,2810,380,,,2697,123,,,509,0,,,509,0,,,2343,290,252,,595,111,252
630,2,253,,1824,566,,,570,0,253,,1363,156,253,,2843,371,,,2762,124,,,533,0,,,533,0,,,2354,306,253,,599,108,253
682,2,254,,1815,564,,,612,0,254,,1379,155,254,,2884,381,,,2785,131,,,548,0,,,548,0,,,2374,300,254,,618,111,254
719,2,255,,1840,546,,,640,0,255,,1381,151,255,,2878,403,,,2898,134,,,563,0,,,563,0,,,2406,299,255,,667,98,255
752,2,256,,1806,567,,,656,0,256,,1403,161,256,,2848,393,,,2996,139,,,585,0,,,585,0,,,2480,325,256,,687,98,256
750,2,257,,1752,583,,,682,0,257,,1435,172,257,,2808,403,,,3061,147,,,581,0,,,581,0,,,2483,341,257,,723,98,257
784,2,258,,1732,589,,,679,0,258,,1447,179,258,,2818,392,,,3097,154,,,636,0,,,636,0,,,2496,347,258,,759,98,258
836,2,259,,1694,580,,,717,0,259,,1463,189,259,,2743,403,,,3149,153,,,684,0,,,684,0,,,2493,336,259,,815,98,259
890,1,260,,1625,573,,,736,0,260,,1477,184,260,,2720,422,,,3233,162,,,699,0,,,699,0,,,2534,347,260,,851,98,260
925,1,261,,1671,565,,,770,0,261,,1519,191,261,,2679,440,,,3348,166,,,732,0,,,732,0,,,2536,346,261,,912,98,261
982,1,262,,1626,565,,,781,0,262,,1536,192,262,,2622,461,,,3373,172,,,743,0,,,743,0,,,2502,363,262,,942,98,262
1043,1,263,,1597,570,,,815,0,263,,1568,187,263,,2572,473,,,3409,181,,,798,0,,,798,0,,,2491,366,263,,1015,98,263
1098,0,264,,1559,569,,,835,0,264,,1652,185,264,,2501,470,,,3478,186,,,822,0,,,822,0,,,2512,384,264,,1053,98,264
1114,0,265,,1552,559,,,880,0,265,,1684,179,265,,2451,505,,,3521,197,,,849,0,,,849,0,,,2501,385,265,,1085,111,265
1164,0,266,,1521,549,,,945,0,266,,1745,183,266,,2418,510,,,3551,204,,,889,0,,,889,0,,,2464,373,266,,1120,110,266
1238,0,267,,1494,533,,,963,0,267,,1769,192,267,,2404,520,,,3576,211,,,936,0,,,936,0,,,2426,395,267,,1181,109,267
1282,0,268,,1474,558,,,1010,0,268,,1798,182,268,,2321,544,,,3710,213,,,978,0,,,978,0,,,2403,404,268,,1224,108,268
1333,0,269,,1454,547,,,1017,0,269,,1825,172,269,,2258,552,,,3758,230,,,1015,0,,,1015,0,,,2418,417,269,,1298,112,269
1403,0,270,,1428,543,,,1037,0,270,,1848,171,270,,2168,584,,,3794,230,,,1105,0,,,1105,0,,,2386,437,270,,1341,109,270
1516,0,271,,1357,524,,,1089,0,271,,1918,172,271,,2149,607,,,3762,249,,,1157,0,,,1157,0,,,2356,424,271,,1391,112,271
1561,0,272,,1346,534,,,1148,0,272,,1905,170,272,,2120,615,,,3725,255,,,1173,0,,,1173,0,,,2258,437,272,,1436,99,272
1671,0,273,,1325,537,,,1195,0,273,,1931,170,273,,2049,610,,,3781,260,,,1221,0,,,1221,0,,,2233,468,273,,1476,99,273
1725,0,274,,1293,529,,,1236,0,274,,1930,167,274,,1966,648,,,3898,268,,,1272,0,,,1272,0,,,2227,475,274,,1541,99,274
1803,0,275,,1259,516,,,1265,0,275,,1968,175,275,,1919,665,,,3880,270,,,1334,0,,,1334,0,,,2200,477,275,,1615,99,275
1883,0,276,,1277,520,,,1304,0,276,,1975,173,276,,1869,670,,,3814,261,,,1381,0,,,1381,0,,,2147,481,276,,1662,99,276
1965,0,277,,1246,532,,,1353,0,277,,1979,156,277,,1827,681,,,3811,278,,,1459,0,,,1459,0,,,2094,493,277,,1748,99,277
2028,0,278,,1237,530,,,1427,0,278,,2003,160,278,,1782,688,,,3833,277,,,1543,0,,,1543,0,,,2046,512,278,,1798,99,278
2164,0,279,,1183,543,,,1438,0,279,,2071,157,279,,1755,688,,,3860,286,,,1596,0,,,1596,0,,,2032,543,279,,1859,99,279
2253,0,280,,1180,541,,,1471,0,280,,2064,172,280,,1730,700,,,3850,290,,,1679,0,,,1679,0,,,1961,552,280,,1972,99,280
2335,0,281,,1142,547,,,1539,0,281,,2137,171,281,,1678,712,,,3848,279,,,1741,0,,,1741,0,,,1959,570,281,,2073,99,281
2448,0,282,,1123,553,,,1582,0,282,,2106,168,282,,1601,715,,,3781,306,,,1827,0,,,1827,0,,,1898,569,282,,2132,112,282
2532,0,283,,1085,559,,,1672,0,283,,2117,159,283,,1514,719,,,3777,316,,,1926,0,,,1926,0,,,1851,585,283,,2233,84,283
2649,0,284,,1067,569,,,1703,0,284,,2133,150,284,,1455,730,,,3751,342,,,1982,0,,,1982,0,,,1797,572,284,,2266,84,284
2747,0,285,,1055,557,,,1727,0,285,,2163,138,285,,1407,746,,,3694,348,,,2015,0,,,2015,0,,,1698,578,285,,2312,84,285
2883,0,286,,1019,543,,,1812,0,286,,2199,142,286,,1349,755,,,3738,355,,,2065,0,,,2065,0,,,1631,580,286,,2349,84,286
2970,0,287,,1009,531,,,1865,0,287,,2182,146,287,,1276,758,,,3769,360,,,2155,0,,,2155,0,,,1583,588,287,,2383,84,287
3069,0,288,,1014,548,,,1886,0,288,,2218,134,288,,1194,768,,,3767,367,,,2270,0,,,2270,0,,,1564,609,288,,2452,84,288
3116,0,289,,985,556,,,1958,0,289,,2284,134,289,,1158,742,,,3725,365,,,2361,0,,,2361,0,,,1505,624,289,,2554,84,289
3253,0,290,,956,555,,,2022,0,290,,2325,133,290,,1135,732,,,3713,357,,,2386,0,,,2386,0,,,1451,617,290,,2613,84,290
3425,0,291,,934,544,,,2098,0,291,,2372,129,291,,1110,739,,,3659,370,,,2430,0,,,2430,0,,,1429,627,291,,2666,84,291
3549,0,292,,926,544,,,2217,0,292,,2459,141,292,,1087,723,,,3638,383,,,2464,0,,,2464,0,,,1356,620,292,,2752,84,292
3693,0,293,,913,546,,,2300,0,293,,2465,138,293,,1036,726,,,3651,402,,,2521,0,,,2521,0,,,1308,634,293,,2782,97,293
3791,0,294,,895,544,,,2397,0,294,,2549,142,294,,954,730,,,3573,405,,,2600,0,,,2600,0,,,1257,639,294,,2851,96,294
3895,0,295,,907,540,,,2454,0,295,,2602,146,295,,902,717,,,3548,414,,,2699,0,,,2699,0,,,1174,638,295,,2928,95,295
3958,0,296,,869,529,,,2528,0,296,,2644,151,296,,882,687,,,3511,419,,,2737,0,,,2737,0,,,1121,624,296,,2959,94,296
4055,0,297,,869,517,,,2548,0,297,,2658,145,297,,844,666,,,3496,412,,,2820,0,,,2820,0,,,1067,617,297,,3009,98,297
4101,0,298,,851,509,,,2533,0,298,,2717,139,298,,809,631,,,3518,409,,,2826,0,,,2826,0,,,1015,614,298,,3112,95,298
4249,0,299,,836,509,,,2604,0,299,,2740,150,299,,795,619,,,3500,417,,,2891,0,,,2891,0,,,995,605,299,,3213,98,299
4338,0,300,,799,513,,,2700,0,300,,2780,160,300,,758,616,,,3427,425,,,2969,0,,,2969,0,,,978,585,300,,3262,85,300
4422,0,301,,778,507,,,2781,0,301,,2790,164,301,,721,584,,,3406,420,,,2983,0,,,2983,0,,,951,591,301,,3361,85,301
4519,0,302,,786,499,,,2843,0,302,,2783,162,302,,694,571,,,3341,422,,,3011,0,,,3011,0,,,904,595,302,,3501,85,302
4597,0,303,,755,499,,,2928,0,303,,2888,159,303,,688,562,,,3258,412,,,3034,0,,,3034,0,,,872,583,303,,3551,85,303
4666,0,304,,737,506,,,3010,0,304,,2926,175,304,,694,553,,,3287,408,,,3048,0,,,3048,0,,,836,590,304,,3620,85,304
4809,0,305,,725,500,,,3132,0,305,,2935,173,305,,710,546,,,3218,407,,,3109,0,,,3109,0,,,778,575,305,,3705,85,305
4874,0,306,,726,481,,,3149,0,306,,2961,177,306,,705,523,,,3186,417,,,3148,0,,,3148,0,,,741,575,306,,3779,85,306
4845,0,307,,714,474,,,3211,0,307,,2930,181,307,,674,511,,,3109,425,,,3266,0,,,3266,0,,,723,577,307,,3823,85,307
4915,0,308,,697,469,,,3260,0,308,,3002,183,308,,677,510,,,3018,441,,,3365,0,,,3365,0,,,711,577,308,,3928,85,308
4951,0,309,,685,467,,,3277,0,309,,3034,191,309,,651,502,,,2972,430,,,3405,0,,,3405,0,,,684,562,309,,4076,85,309
5070,0,310,,657,465,,,3358,0,310,,3068,200,310,,643,484,,,2954,433,,,3473,0,,,3473,0,,,646,560,310,,4226,98,310
5149,0,311,,635,454,,,3432,0,311,,3130,199,311,,632,453,,,2964,427,,,3543,0,,,3543,0,,,623,552,311,,4311,97,311
5140,0,312,,612,451,,,3471,0,312,,3154,205,312,,638,440,,,2919,437,,,3638,0,,,3638,0,,,610,539,312,,4363,96,312
5136,0,313,,588,437,,,3542,0,313,,3188,217,313,,631,429,,,2824,426,,,3711,0,,,3711,0,,,589,530,313,,4400,95,313
5279,0,314,,609,451,,,3672,0,314,,3171,208,314,,637,444,,,2800,449,,,3814,0,,,3814,0,,,565,529,314,,4464,99,314
5317,0,315,,615,449,,,3752,0,315,,3225,209,315,,621,446,,,2758,458,,,3923,0,,,3923,0,,,562,528,315,,4489,96,315
5317,0,316,,622,450,,,3810,0,316,,3270,213,316,,604,427,,,2753,458,,,3976,0,,,3976,0,,,555,514,316,,4495,99,316
5299,0,317,,596,449,,,3859,0,317,,3296,216,317,,602,408,,,2737,447,,,4038,0,,,4038,0,,,533,503,317,,4527,86,317
5289,0,318,,586,441,,,3948,0,318,,3343,213,318,,582,378,,,2694,432,,,4120,0,,,4120,0,,,509,489,318,,4525,86,318
5360,0,319,,571,430,,,3940,0,319,,3302,209,319,,569,374,,,2668,438,,,4206,0,,,4206,0,,,485,465,319,,4538,86,319
5407,0,320,,571,423,,,4003,0,320,,3302,209,320,,536,365,,,2614,438,,,4293,0,,,4293,0,,,474,453,320,,4663,86,320
5404,0,321,,541,414,,,4026,0,321,,3322,210,321,,529,364,,,2587,432,,,4361,0,,,4361,0,,,452,451,321,,4681,86,321
5404,0,322,,544,395,,,4137,0,322,,3395,201,322,,516,347,,,2570,433,,,4464,0,,,4464,0,,,447,435,322,,4734,86,322
5449,0,323,,561,380,,,4251,0,323,,3445,215,323,,487,340,,,2589,432,,,4518,0,,,4518,0,,,426,427,323,,4752,86,323
5424,0,324,,552,390,,,4298,0,324,,3465,222,324,,461,319,,,2578,434,,,4633,0,,,4633,0,,,410,416,324,,4795,86,324
5419,0,325,,526,385,,,4355,0,325,,3474,217,325,,448,318,,,2540,431,,,4727,0,,,4727,0,,,380,404,325,,4755,86,325
5407,0,326,,522,377,,,4389,0,326,,3465,215,326,,434,311,,,2591,416,,,4825,0,,,4825,0,,,376,392,326,,4765,86,326
5374,0,327,,504,360,,,4483,0,327,,3426,228,327,,410,287,,,2528,418,,,4894,0,,,4894,0,,,350,393,327,,4766,99,327
5389,0,328,,506,368,,,4541,0,328,,3416,222,328,,356,291,,,2531,420,,,5013,0,,,5013,0,,,325,383,328,,4781,98,328
5381,0,329,,515,371,,,4609,0,329,,3391,235,329,,334,277,,,2567,415,,,5046,0,,,5046,0,,,305,378,329,,4786,97,329
5338,0,330,,505,373,,,4677,0,330,,3440,237,330,,332,282,,,2531,403,,,5038,0,,,5038,0,,,291,371,330,,4766,96,330
5347,0,331,,491,360,,,4675,0,331,,3447,245,331,,303,276,,,2489,427,,,5122,0,,,5122,0,,,259,359,331,,4846,100,331
5377,0,332,,503,352,,,4724,0,332,,3483,253,332,,289,282,,,2466,439,,,5188,0,,,5188,0,,,225,362,332,,4829,97,332
5440,0,333,,504,344,,,4742,0,333,,3475,249,333,,291,275,,,2413,430,,,5267,0,,,5267,0,,,220,345,333,,4807,100,333
5459,0,334,,510,332,,,4784,0,334,,3464,265,334,,275,278,,,2415,421,,,5286,0,,,5286,0,,,218,337,334,,4751,87,334
5456,0,335,,520,337,,,4838,0,335,,3486,260,335,,270,285,,,2382,423,,,5267,0,,,5267,0,,,208,324,335,,4793,87,335
5494,0,336,,527,332,,,4916,0,336,,3530,266,336,,260,288,,,2355,442,,,5336,0,,,5336,0,,,188,314,336,,4744,87,336
5523,0,337,,519,335,,,4982,0,337,,3523,277,337,,247,272,,,2293,430,,,5396,0,,,5396,0,,,184,309,337,,4766,87,337
5542,0,338,,489,329,,,5066,0,338,,3504,289,338,,242,267,,,2242,432,,,5398,0,,,5398,0,,,181,296,338,,4765,87,338
5562,0,339,,466,323,,,5101,0,339,,3538,310,339,,252,246,,,2274,435,,,5459,0,,,5459,0,,,194,279,339,,4704,87,339
5575,0,340,,455,324,,,5060,0,340,,3566,305,340,,244,251,,,2252,443,,,5430,0,,,5430,0,,,180,258,340,,4641,87,340
5561,0,341,,461,326,,,5049,0,341,,3553,313,341,,249,245,,,2243,448,,,5469,0,,,5469,0,,,174,253,341,,4596,87,341
5525,0,342,,440,317,,,5126,0,342,,3530,323,342,,248,241,,,2159,446,,,5447,0,,,5447,0,,,174,238,342,,4529,87,342
5602,0,343,,456,303,,,5220,0,343,,3522,334,343,,236,230,,,2125,446,,,5490,0,,,5490,0,,,184,236,343,,4534,87,343
5713,0,344,,450,296,,,5290,0,344,,3546,331,344,,233,221,,,2076,467,,,5426,0,,,5426,0,,,198,227,344,,4497,100,344
5747,0,345,,459,298,,,5372,0,345,,3572,337,345,,222,214,,,1989,468,,,5399,0,,,5399,0,,,196,212,345,,4450,99,345
5789,0,346,,437,299,,,5392,0,346,,3599,344,346,,213,210,,,1920,474,,,5453,0,,,5453,0,,,196,199,346,,4371,98,346
5714,0,347,,432,302,,,5456,0,347,,3576,370,347,,223,217,,,1893,465,,,5462,0,,,5462,0,,,200,180,347,,4251,97,347
5756,0,348,,412,294,,,5546,0,348,,3543,395,348,,230,211,,,1889,481,,,5507,0,,,5507,0,,,204,163,348,,4266,101,348
5799,0,349,,414,294,,,5610,0,349,,3550,396,349,,241,206,,,1894,484,,,5447,0,,,5447,0,,,205,152,349,,4188,98,349
5790,0,350,,400,281,,,5674,0,350,,3585,399,350,,233,192,,,1855,484,,,5481,0,,,5481,0,,,239,135,350,,4206,101,350
5743,0,351,,379,262,,,5693,0,351,,3572,402,351,,237,198,,,1828,478,,,5525,0,,,5525,0,,,259,125,351,,4132,88,351
5714,0,352,,368,264,,,5711,0,352,,3546,409,352,,240,194,,,1848,503,,,5574,0,,,5574,0,,,273,114,352,,4076,88,352
5736,0,353,,377,252,,,5733,0,353,,3502,436,353,,239,188,,,1864,500,,,5600,0,,,5600,0,,,283,103,353,,4051,88,353
5679,0,354,,384,246,,,5676,0,354,,3533,441,354,,237,185,,,1839,491,,,5569,0,,,5569,0,,,301,94,354,,3982,88,354
5637,0,355,,382,229,,,5629,0,355,,3476,445,355,,252,173,,,1747,493,,,5599,0,,,5599,0,,,306,79,355,,3983,88,355
5638,0,356,,392,238,,,5624,0,356,,3439,453,356,,249,168,,,1676,482,,,5569,0,,,5569,0,,,323,72,356,,3924,88,356
5657,0,357,,404,246,,,5690,0,357,,3379,454,357,,260,166,,,1629,513,,,5543,0,,,5543,0,,,323,69,357,,3887,88,357
5597,0,358,,401,238,,,5592,0,358,,3326,479,358,,264,154,,,1595,530,,,5571,0,,,5571,0,,,336,64,358,,3858,88,358
5507,0,359,,385,237,,,5548,0,359,,3318,514,359,,265,143,,,1557,517,,,5609,0,,,5609,0,,,352,57,359,,3780,88,359
5456,0,360,,405,237,,,5523,0,360,,3281,531,360,,265,142,,,1552,523,,,5703,0,,,5703,0,,,361,53,360,,3778,88,360
5468,0,361,,404,252,,,5453,0,361,,3216,546,361,,276,133,,,1516,527,,,5703,0,,,5703,0,,,372,38,361,,3751,101,361
5498,0,362,,398,245,,,5355,0,362,,3174,542,362,,269,124,,,1520,518,,,5615,0,,,5615,0,,,390,37,362,,3718,100,362
5437,0,363,,388,238,,,5390,0,363,,3180,563,363,,275,117,,,1495,523,,,5537,0,,,5537,0,,,413,36,363,,3678,99,363
5321,0,364,,404,233,,,5350,0,364,,3120,569,364,,278,110,,,1431,509,,,5521,0,,,5521,0,,,429,31,364,,3615,98,364
5333,0,365,,408,221,,,5304,0,365,,3036,578,365,,307,101,,,1355,515,,,5565,0,,,5565,0,,,457,24,365,,3660,102,365
5309,0,366,,417,226,,,5271,0,366,,2893,592,366,,328,94,,,1328,512,,,5532,0,,,5532,0,,,474,23,366,,3628,99,366
5314,0,367,,437,226,,,5266,0,367,,2839,592,367,,346,85,,,1299,503,,,5550,0,,,5550,0,,,490,22,367,,3627,102,367
5331,0,368,,445,217,,,5199,0,368,,2853,593,368,,368,82,,,1276,497,,,5508,0,,,5508,0,,,516,21,368,,3629,89,368
5199,0,369,,458,207,,,5183,0,369,,2837,617,369,,359,71,,,1251,503,,,5498,0,,,5498,0,,,546,15,369,,3552,89,369
5169,0,370,,462,208,,,5176,0,370,,2729,633,370,,374,62,,,1213,484,,,5496,0,,,5496,0,,,566,14,370,,3504,89,370
5199,0,371,,475,205,,,5251,0,371,,2733,643,371,,380,54,,,1168,488,,,5474,0,,,5474,0,,,588,13,371,,3480,89,371
5202,0,372,,492,193,,,5225,0,372,,2651,648,372,,406,51,,,1137,493,,,5466,0,,,5466,0,,,599,11,372,,3499,89,372
5161,0,373,,511,201,,,5167,0,373,,2624,667,373,,451,53,,,1148,500,,,5480,0,,,5480,0,,,605,11,373,,3495,89,373
5131,0,374,,535,194,,,5191,0,374,,2576,688,374,,468,50,,,1139,505,,,5453,0,,,5453,0,,,624,10,374,,3485,89,374
5125,0,375,,538,193,,,5127,0,375,,2542,696,375,,483,45,,,1119,491,,,5400,0,,,5400,0,,,663,9,375,,3504,89,375
5073,0,376,,556,194,,,5055,0,376,,2522,690,376,,499,41,,,1102,473,,,5319,0,,,5319,0,,,709,8,376,,3447,89,376
5060,0,377,,555,198,,,5028,0,377,,2481,693,377,,536,39,,,1077,494,,,5265,0,,,5265,0,,,737,12,377,,3449,89,377
5008,0,378,,556,198,,,4981,0,378,,2335,705,378,,537,35,,,1049,504,,,5275,0,,,5275,0,,,771,12,378,,3461,102,378
5089,0,379,,589,196,,,4933,0,379,,2297,719,379,,580,33,,,1004,503,,,5216,0,,,5216,0,,,802,15,379,,3455,101,379
5101,0,380,,617,197,,,4980,0,380,,2292,714,380,,598,29,,,1000,503,,,5154,0,,,5154,0,,,844,16,380,,3484,100,380
5084,0,381,,650,195,,,4948,0,381,,2242,732,381,,625,25,,,981,524,,,5159,0,,,5159,0,,,905,17,381,,3467,99,381
5077,0,382,,689,194,,,4923,0,382,,2244,737,382,,661,24,,,960,521,,,5138,0,,,5138,0,,,956,17,382,,3454,103,382
5089,0,383,,676,200,,,4931,0,383,,2231,746,383,,701,20,,,950,518,,,5044,0,,,5044,0,,,978,15,383,,3410,100,383
5100,0,384,,666,195,,,4950,0,384,,2148,751,384,,729,28,,,908,520,,,4991,0,,,4991,0,,,979,18,384,,3334,103,384
5188,0,385,,700,188,,,4925,0,385,,2097,757,385,,754,29,,,880,519,,,4948,0,,,4948,0,,,1022,18,385,,3297,90,385
5203,0,386,,694,195,,,4927,0,386,,2077,746,386,,794,26,,,834,530,,,4938,0,,,4938,0,,,1066,26,386,,3283,90,386
5213,0,387,,688,203,,,4892,0,387,,1990,730,387,,830,26,,,821,520,,,4932,0,,,4932,0,,,1085,26,387,,3252,90,387
5250,0,388,,701,215,,,4911,0,388,,2025,745,388,,879,26,,,790,504,,,4940,0,,,4940,0,,,1151,26,388,,3241,90,388
5336,0,389,,707,217,,,4926,0,389,,2050,744,389,,999,24,,,727,499,,,4921,0,,,4921,0,,,1202,26,389,,3202,90,389
5363,0,390,,709,217,,,4987,0,390,,2026,738,390,,1064,23,,,687,474,,,4941,0,,,4941,0,,,1286,33,390,,3173,90,390
5372,0,391,,714,222,,,5042,0,391,,2003,716,391,,1130,19,,,640,488,,,4934,0,,,4934,0,,,1370,34,391,,3148,90,391
5420,0,392,,736,220,,,5048,0,392,,1947,681,392,,1185,24,,,587,487,,,4918,0,,,4918,0,,,1414,38,392,,3125,90,392
